記事番号,棚,ファイル名,確認が必要な記述,検出バッチ,確認結果（OK／要修正）,確認者,確認日
466,beauty,466_beauty_sleeping-with-wet-hair.md,ドライヤーの吹き出し口を「約20cm」離す、「一か所に3秒以上当てない」という具体的な数値。メーカー取扱説明書では10cm以上、20cm程度など記載に幅があり、公的な統一基準は確認できず。,jr_077,,,
466,beauty,466_beauty_sleeping-with-wet-hair.md,家庭用ドライヤーの吹き出し温度「100℃前後」。家電情報サイトでは100〜120℃という説明が見られるが、一次情報（メーカー仕様・公的試験）で確認できず。,jr_077,,,
466,beauty,466_beauty_sleeping-with-wet-hair.md,枕カバーの交換「週1回」が目安という頻度。根拠資料を確認できず。,jr_077,,,
466,beauty,466_beauty_sleeping-with-wet-hair.md,風量の目安「1.5m³/分以上」。価格比較サイト等の分類では1.5m³/分以上が大風量とされるが、公的基準ではない。,jr_077,,,
467,beauty,467_beauty_body-moisturising-timing.md,「両腕・両脚全体で6〜8FTU程度」「すね1本で約1FTU」という部位別FTU換算。,jr_077,,,
467,beauty,467_beauty_body-moisturising-timing.md,「入浴後5〜10分以内」という時間の根拠。皮膚科領域で広く使われる目安だが、ガイドライン上の明示的な数値として確認できず（2024年版該当箇所の確認が必要）。,jr_077,,,
467,beauty,467_beauty_body-moisturising-timing.md,出典の厚生労働省ページがトップページURL（https://www.mhlw.go.jp/）のみで、建築物環境衛生管理基準（湿度40〜70%）の該当ページが特定されていない。基準値自体は40%以上70%以下で正しい。,jr_077,,,
467,beauty,467_beauty_body-moisturising-timing.md,誤解2の「多くの人の塗布量は目安の半分以下とされている」。出典未確認。,jr_077,,,
468,beauty,468_beauty_makeup-sponges-and-puffs.md,道具別の洗浄頻度・交換目安（パフ週1回・1〜3か月、クッションファンデのパフ1か月など）。メーカー案内に基づく実務的な目安で、公的基準や研究の裏づけは確認できず。,jr_077,,,
469,beauty,469_beauty_whitening-toothpaste-and-oral-care.md,「1日2回、2分」という磨き方の時間。4学会提言は「1日2回、就寝前を含む」は示すが「2分」の根拠は未確認。,jr_077,,,
469,beauty,469_beauty_whitening-toothpaste-and-oral-care.md,「個人輸入品による歯ぐきの炎症の相談例あり」という相談事例の存在と件数。,jr_077,,,
469,beauty,469_beauty_whitening-toothpaste-and-oral-care.md,ブラッシング圧「150〜200g」。歯科医院・企業サイトでは広く用いられる数値だが、学会等の一次情報では確認できず。,jr_077,,,
470,beauty,470_beauty_collagen-supplements-and-skin.md,HFNetのコラーゲン項目に「ヒトでの有効性については信頼できる十分なデータが見当たらない」という記述が現在もあるか（サイト移転・更新のため公開時点での再確認が必要）。,jr_077,,,
470,beauty,470_beauty_collagen-supplements-and-skin.md,"コラーゲンドリンク1本150〜300円・月4,500〜9,000円という費用感。市場価格の目安で出典なし。",jr_077,,,
470,beauty,470_beauty_collagen-supplements-and-skin.md,研究で多い摂取量「1日2.5〜10g・8〜12週間」。多くの試験がこの範囲なのは概ね妥当だが、範囲を示す出典の特定が必要。,jr_077,,,
471,fashion,471_fashion_pearl-care.md,「極度の乾燥（乾燥剤の隣・密閉容器での長期保管）が真珠層のひび割れを招く」という説明。宝石店の一般的な案内としては流布しているが、公的資料・業界団体の一次情報を確認できなかった。,jr_078,,,
471,fashion,471_fashion_pearl-care.md,出典に挙げた国民生活センター「装身具（アクセサリー）に関する相談」というページの実在。トップページURLのみが示されており、該当資料を特定できなかった。,jr_078,,,
471,fashion,471_fashion_pearl-care.md,日本ジュエリー協会の「ジュエリーのお手入れ・保管方法」というページ名。同協会サイトに真珠の手入れを含むジュエリーQ&A・基礎知識のページは存在するが、記事の記載どおりのページ名・URLは特定できなかった（https://jja.ne.jp/aboutjewellery/jewellery_qa/ が該当候補）。,jr_078,,,
471,fashion,471_fashion_pearl-care.md,糸の張り替え周期「毎日〜週1で1〜2年、冠婚葬祭のみなら3〜5年」。販売店ごとに1〜3年など目安が異なり、業界団体の統一見解は確認できず。,jr_078,,,
472,fashion,472_fashion_cashmere-care.md,「カシミヤは虫害（カツオブシムシ・イガ）に最も遭いやすい素材のひとつ」という比較。定性的には妥当だが、素材間の比較データを確認できなかった。,jr_078,,,
472,fashion,472_fashion_cashmere-care.md,手洗いの具体的手順（押し洗い1〜2分、すすぎ2回、脱水30秒、1〜2日休ませる）。一般的な家庭洗濯の指南値で、公的資料の裏付けは確認できず。,jr_078,,,
473,fashion,473_fashion_linen-clothing-care.md,「白い麻の黄ばみは酸素系漂白剤（40℃程度）に30分」という具体的条件。製品表示によるため一次資料未確認。,jr_078,,,
473,fashion,473_fashion_linen-clothing-care.md,リネンの初回洗濯での縮み「2〜5%程度」。業界の一般的な説明値とされるが、一次資料を確認できなかった。,jr_078,,,
474,fashion,474_fashion_washing-pillows.md,「一晩にコップ1杯（約200ml）前後の汗」。広く引用される数値だが、出典となる研究・公的資料を特定できなかった（500mlとする説明も流通）。,jr_078,,,
474,fashion,474_fashion_washing-pillows.md,出典の東京都健康安全研究センター（https://www.tmiph.metro.tokyo.lg.jp/）のダニ資料の所在。ウェブ検索の上限に達し、ドメインと資料名の対応を確認できなかった。なお「ダニは50℃で20〜30分、60℃なら短時間で死滅」「天日干しだけでは死なない」という記述自体は複数の解説と一致する。,jr_078,,,
474,fashion,474_fashion_washing-pillows.md,素材別の買い替え目安（ポリエステルわた1〜3年、パイプ3〜5年、ビーズ1〜2年、低反発2〜3年、羽毛3〜5年、そばがら1〜2年）と「枕本体は2〜3か月に1回洗う」頻度。寝具メーカーの案内に由来する目安で、公的・業界団体の一次資料は未確認。,jr_078,,,
475,fashion,475_fashion_backpack-washing.md,「ランドセルは水洗い禁止」。各メーカーの取扱説明としては一般的だが、本文が根拠とする業界団体・公的資料を確認できなかった。,jr_078,,,
475,fashion,475_fashion_backpack-washing.md,「撥水・防水加工は洗うと弱まる」「芯材・底板入りは水洗い不可が多い」など素材・パーツ別の可否。鞄業界団体の一次資料で確認できなかった。,jr_078,,,
475,fashion,475_fashion_backpack-washing.md,出典に挙げた国民生活センター「かばん・ランドセルに関する相談」というページの実在。トップページURLのみで該当資料を特定できなかった。,jr_078,,,
476,fashion,476_fashion_stain-first-aid.md,「24時間以内なら家庭で落ちる可能性が高く、1週間以上経つと酸化して定着」という時間の目安の出典,jr_079,,,
476,fashion,476_fashion_stain-first-aid.md,カレーの黄色（ターメリック／クルクミン）が日光で薄くなること、インクに消毒用エタノールが有効であることの一次資料,jr_079,,,
476,fashion,476_fashion_stain-first-aid.md,出典「全国クリーニング生活衛生同業組合連合会『クリーニングに出す前に：しみについて』」——団体名・ドメイン（zenkuren.or.jp）は正しいが、該当ページの所在は未確認,jr_079,,,
476,fashion,476_fashion_stain-first-aid.md,出典「日本石鹸洗剤工業会『しみ抜きの基本』https://jsda.org/w/03_shiki/」——jsda.org/w/03_shiki/ は『石けん洗剤知識』の目次ページで、『しみ抜きの基本』という表題のページは確認できず（実用情報は /w/04_yakud/ 系にある）。該当ページの特定が必要,jr_079,,,
477,fashion,477_fashion_laundry-water-temperature.md,「日本の水道水は冬に10℃前後」「夏20〜25℃」——東京都水道局の水温データでの裏取り（go.jp に到達できず未確認）,jr_079,,,
477,fashion,477_fashion_laundry-water-temperature.md,「洗い＝残り湯／すすぎ＝水道水」を公的資料・メーカー資料で裏取りできていない（一般に広く案内されている内容ではある）,jr_079,,,
477,fashion,477_fashion_laundry-water-temperature.md,「粉末洗剤は5〜10℃の水で溶けにくい」という温度域の出典,jr_079,,,
478,fashion,478_fashion_vacuum-storage-bags.md,「6か月以内に一度は出して干す」という期間の目安の出典,jr_079,,,
478,fashion,478_fashion_vacuum-storage-bags.md,「体積が3分の1程度まで」「袋の8割まで」「数か月で少し空気が入る」という定量的な目安の出典,jr_079,,,
478,fashion,478_fashion_vacuum-storage-bags.md,出典「国民生活センター『衣類用圧縮袋の商品テスト』」——同センターに該当する商品テスト公表資料があるか未確認。ある場合は公表年月とタイトルの明記が必要,jr_079,,,
478,fashion,478_fashion_vacuum-storage-bags.md,日本羽毛製品協同組合（nichiukyo.org）が『強い圧縮は非推奨』と明言している該当ページ（羽毛製品Q&A／収納・取扱動画）の特定。団体名とドメインは正しいことを確認済み,jr_079,,,
479,fashion,479_fashion_shoe-repair-and-resoling.md,「外側だけ減る＝O脚・がに股、内側＝内股・偏平足」という対応関係の医学的裏付け（断定を避ける表現が望ましい）,jr_079,,,
479,fashion,479_fashion_shoe-repair-and-resoling.md,ランニングシューズの寿命500〜800km、マッケイ製法のオールソールは2〜3回程度という回数制限の出典,jr_079,,,
479,fashion,479_fashion_shoe-repair-and-resoling.md,修理費用・所要時間（トップリフト、ハーフソール、オールソール、ヒール本体、インソール、ライニング）の相場——業界横断の公表資料を確認できず、各社料金表に依存,jr_079,,,
479,fashion,479_fashion_shoe-repair-and-resoling.md,出典「一般社団法人日本皮革産業連合会『革靴のお手入れと修理』https://www.jlia.or.jp/」の該当ページ特定,jr_079,,,
480,fashion,480_fashion_clothing-mould-and-mildew.md,「床から10cm以上」「壁から5cm離す」「月に数回、30分送風」という具体数値の出典,jr_079,,,
480,fashion,480_fashion_clothing-mould-and-mildew.md,カビの発生条件「湿度60%以上、温度20〜30℃」「6〜9月の押し入れは湿度70〜80%」の出典（自治体資料では湿度70%以上を条件とするものも多い）,jr_079,,,
