記事番号,棚,ファイル名,現在の記述,修正案,根拠,出典,検出バッチ,採否,対応日
430,health,430_health_hangover-remedies.md,- **日本人の約40%はアセトアルデヒド分解酵素（ALDH2）の働きが弱く**、顔が赤くなりやすい。**この体質の人は少量でも二日酔いしやすく、食道がん等のリスクも高い**とされます。,- **日本人はALDH2（アセトアルデヒド分解酵素）の低活性型が約40%、まったく働かない失活型が約4%**で、**あわせて4割強**が顔が赤くなりやすい体質です。**この体質の人は少量でも二日酔いしやすく、飲酒を続けると食道がん・頭頸部がんのリスクが高い**とされます。,e-ヘルスネット等では日本人のALDH2は活性型約56%、低活性型約40%、失活型約4%とされ、「働きが弱い人」は合計で4割強。40%は低活性型のみの数字で、失活型が抜けている。,https://kennet.mhlw.go.jp/information/information/dictionary/alcohol/ya-007.html; https://kennet.mhlw.go.jp/information/information/alcohol/a-01-008.html,jr_071,,
431,trend,431_trend_cleaning-the-fridge.md,- **リステリア菌**は**4℃でも増殖**し、**ナチュラルチーズ・生ハム・スモークサーモン**などで問題になることがあります。**妊娠中・高齢者は注意**（厚生労働省）。,- **リステリア菌**は**0℃前後でも増殖**（発育温度域は約−0.4〜45℃、塩分10%程度でも増える）し、**ナチュラルチーズ・生ハム・スモークサーモン**などで問題になることがあります。**妊娠中・高齢者は注意**（厚生労働省）。,リステリア・モノサイトゲネスの発育温度域は−0.4〜45℃。「4℃でも増殖」は誤りではないが下限が甘く、冷蔵庫を4℃未満にすれば安全という誤読を招きうる。,https://www.hokeniryo1.metro.tokyo.lg.jp/shokuhin/micro/listeria.html; https://www.shokukanken.com/colum/colum-27365/,jr_072,,
432,trend,432_trend_electric-kettle-and-pot-care.md,- 独立行政法人製品評価技術基盤機構（NITE）「電気ケトル・電気ポットの事故」   https://www.nite.go.jp/jiko/chuikanki/,- 独立行政法人製品評価技術基盤機構（NITE）「製品安全情報マガジン Vol.495 電気ケトルの事故」（2026年2月24日号）   https://www.nite.go.jp/jiko/chuikanki/mailmagazin/2025fy/vol495_260224.html,記事のURLは注意喚起の索引ページ。電気ケトルの事故を扱った最新号は2026年2月24日号（Vol.495）で、2024年1月30日号（Vol.445）にも同テーマがある。,https://www.nite.go.jp/jiko/chuikanki/mailmagazin/2025fy/vol495_260224.html; https://www.nite.go.jp/jiko/chuikanki/mailmagazin/2023fy/vol445_240130.html,jr_072,,
432,trend,432_trend_electric-kettle-and-pot-care.md,**クエン酸を水1Lに大さじ1（約15g）溶かして沸騰→1〜2時間放置→捨ててすすぐ**。,**クエン酸を水1Lに大さじ1〜2（約15〜30g）溶かして沸騰→1〜2時間放置→捨ててすすぐ**（**取扱説明書に分量の指定があればそれを優先**。水0.8Lに30gを指定する製品もある）。,メーカー指定量は記事の分量より多い例がある（例：シロカの温度調節電気ケトルは水0.8Lにクエン酸30g）。一般的な目安も水1Lあたり15〜30gとされる。,https://www.siroca.co.jp/support/%E6%B8%A9%E5%BA%A6%E8%AA%BF%E7%AF%80%E9%9B%BB%E6%B0%97%E3%82%B1%E3%83%88%E3%83%AB%EF%BC%9A%E3%82%AF%E3%82%A8%E3%83%B3%E9%85%B8%E6%B4%97%E6%B5%84%E3%81%AE%E3%81%97%E3%81%8B%E3%81%9F%E3%82%92%E6%95%99%E3%81%88%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84-5f4cb12cd31088001e8bf7d7,jr_072,,
434,trend,434_trend_canned-and-retort-foods-after-opening.md,| 製法 | **密封して加圧加熱殺菌（120℃・4分以上相当）** | **同じ（パウチに密封して加圧加熱）** |,| 製法 | **密封して加熱殺菌**。**pH4.6超・水分活性0.94超の食品は120℃・4分間相当以上の加圧加熱殺菌**が基準で、**果物など酸性のものは100℃以下の殺菌** | **同じ（パウチに密封して加圧加熱）** |,食品衛生法の容器包装詰加圧加熱殺菌食品の基準は「pHが4.6を超え、かつ水分活性が0.94を超えるもの」に120℃4分間（または同等以上）を求めるもので、酸性の果物缶詰などには適用されない。,https://www.forth.go.jp/keneki/osaka/syokuhin-kanshi/foodstandard_youkihousoudumekaatsukanetsusakkinshokuhin.html; https://www.mhlw.go.jp/topics/bukyoku/iyaku/syoku-anzen/jigyousya/shokuhin_kikaku/dl/23.pdf,jr_072,,
435,trend,435_trend_dashi-packs-and-granules.md,- **うま味調味料（グルタミン酸ナトリウム、MSG）**は**食品添加物として国内外で安全性が評価**され、**「体に悪い」とする科学的根拠は確認されていない**（食品安全委員会・FAO/WHO）。**塩分のほうが実際の課題**。,- **うま味調味料（グルタミン酸ナトリウム、MSG）**は**食品添加物として国内外で安全性が評価**されており、**FAO/WHO合同専門家会議（JECFA）は1987年に一日摂取許容量（ADI）を「特定しない」と評価**（欧州EFSAは2017年にグルタミン酸類のグループADIを体重1kgあたり1日30mgと設定）。**通常の使い方で「体に悪い」とする科学的根拠は確認されていない**一方、**塩分のほうが実際の課題**。,JECFAは1987年にL-グルタミン酸およびその塩類のグループADIを「特定しない」と評価。EFSAはグルタミン酸類にグループADI 30mg/kg体重/日を設定しており、「評価済み」だけでは実態を表しきれない。,https://eiyokentei.or.jp/blog/2003/; https://ja.wikipedia.org/wiki/%E3%82%B0%E3%83%AB%E3%82%BF%E3%83%9F%E3%83%B3%E9%85%B8%E3%83%8A%E3%83%88%E3%83%AA%E3%82%A6%E3%83%A0,jr_072,,
435,trend,435_trend_dashi-packs-and-granules.md,- **「風味調味料」**は**JAS（日本農林規格）の区分**で、**「だしの素」と呼ばれる顆粒の正式な分類**。,- **「風味調味料」**は**JAS（日本農林規格）が定める区分**（昭和50年農林省告示第310号、現行は JAS 0310）で、**「だしの素」と呼ばれる顆粒の分類**。**規格では風味原料（節類・煮干魚類・昆布・貝柱・乾しいたけ等）の配合割合8.3%以上などを定めます**（JAS規格自体は任意の規格）。,風味調味料のJAS規格は「調味料（アミノ酸等）及び風味原料に砂糖類、食塩等を加え乾燥し粉末状・か粒状等にしたもの」と定義し、風味原料の配合割合8.3%以上を要件とする。JASは任意規格である点も補うと正確。,https://www.maff.go.jp/j/jas/jas_kikaku/pdf/06_kikaku_fuumi_tyoumi_150528.pdf; https://www.maff.go.jp/j/jas/jas_standard/attach/pdf/index-36.pdf,jr_072,,
436,trend,436_trend_storing-dried-foods.md,**表面の白い粉はマンニット（旨味）、拭かない**。湿気でカビ,**表面の白い粉はマンニット（旨味）、洗い流さない**（気になれば固く絞ったぬれ布巾で軽く）。湿気でカビ,日本昆布協会は洗い流さないことを求める一方、固く絞ったぬれ布巾で軽くふく扱いを案内している。,https://kombu.or.jp/qanda,jr_073,,
436,trend,436_trend_storing-dried-foods.md,- 国民生活センター「開封後の小麦粉等に発生したダニによるアレルギー」   https://www.kokusen.go.jp/,- 東京都保健医療局「食品安全FAQ：開封後の粉製品に繁殖したダニによる即時型アレルギー」   https://www.hokeniryo.metro.tokyo.lg.jp/anzen/anzen/food_faq/sonota/sonota15 - 農研機構 食品害虫サイト「ダニを誤食して起こるアレルギー症状」   https://www.naro.affrc.go.jp/org/nfri/yakudachi/gaichu/column/column_032.html,この表題の国民生活センター公表資料を検索で特定できなかった。粉製品のダニ由来アレルギー（経口ダニアナフィラキシー）は東京都保健医療局の食品安全FAQと農研機構の解説で確認できるため、確実に到達できる出典に差し替えるのが安全。,https://www.hokeniryo.metro.tokyo.lg.jp/anzen/anzen/food_faq/sonota/sonota15; https://www.naro.affrc.go.jp/org/nfri/yakudachi/gaichu/column/column_032.html,jr_073,,
436,trend,436_trend_storing-dried-foods.md,- 日本昆布協会「昆布のQ&A」   https://kombu.or.jp/,- 日本昆布協会「こんぶネット よくある質問（昆布Q&A）」   https://kombu.or.jp/qanda,日本昆布協会のサイト名は「こんぶネット」で、Q&Aは https://kombu.or.jp/qanda 。ドメインは正しいが、参照先ページを直接示すほうが検証しやすい。,https://kombu.or.jp/qanda,jr_073,,
437,trend,437_trend_washing-vegetables.md,**流水で30秒程度、こすり洗い**。,**流水で30秒以上、こすり洗い**。,公的・研究機関の案内は「流水で30秒以上」。『30秒程度』は上限のように読めるため、下限として書くほうが原案内に沿う。,https://www.hokeniryo.metro.tokyo.lg.jp/anzen/anzen/food_faq/zanryu/zanryu07,jr_073,,
438,trend,438_trend_dishwashing-and-dishwashers.md,| 水の使用量（1回・5人分） | **約40〜80L**（流し洗い） | **約10〜12L** |,| 水の使用量（1回・5人分） | **約65L**（流し洗い・資源エネルギー庁の試算条件） | **約7.5〜11L** |,資源エネルギー庁「家庭の省エネ徹底ガイド」の比較条件は手洗い1回約65L、食洗機1回7.5〜11L。記事の幅は出典の数値と対応していない。,https://www.enecho.meti.go.jp/category/saving_and_new/saving/general/howto/kitchen/index.html; https://panasonic.jp/life/housework/100145.html,jr_073,,
438,trend,438_trend_dishwashing-and-dishwashers.md,"| 年間の光熱費（給湯含む） | **約2万5,000円**（給湯40℃で流し洗い） | **約1万7,000円**（電気＋水道） |","| 年間の光熱費（給湯含む） | **約2万4,800円**（給湯40℃・1回65Lで流し洗い、ガス＋水道） | **約1万6,600円**（電気＋水道） |","資源エネルギー庁の試算に基づく一般的な引用値は手洗い約24,780円（ガス＋水道）、食洗機約16,640円（電気＋水道）。記事の丸めは出典値とずれる。",https://panasonic.jp/life/housework/100145.html; https://www.enecho.meti.go.jp/category/saving_and_new/saving/general/howto/kitchen/index.html,jr_073,,
440,trend,440_trend_kitchen-waste-odour.md,| **生ごみ処理機（乾燥式・バイオ式）** | **多くの自治体が購入費の1/2〜2/3（上限2〜3万円）を補助** |,| **生ごみ処理機（乾燥式・バイオ式）** | **多くの自治体が購入費の1/2〜3/4を補助**。**上限額は自治体差が大きく1万円程度〜数万円**（お住まいの自治体で要確認） |,補助率・上限は自治体ごとに大きく異なる（川崎市は1/2・上限1万円、町田市は3/4以内・上限1万5千円、上限2万円の例のほか熊本県天草市の最大7万円など）。『上限2〜3万円』と一律に読める記述は実態と合わない。,https://hojonavi.com/kanagawa/kawasaki-shi/composter; https://www.city.machida.tokyo.jp/kurashi/kankyo/gomi/event/namagomi/hojyoseido/namagomisyoriki.html; https://hojyokin-concierge.com/media/2024/08/15/namagomi-shoriki-joseikin,jr_073,,
440,trend,440_trend_kitchen-waste-odour.md,**自治体の補助（1/2〜2/3、上限2〜3万円）**があることが多い。**段ボールコンポスト**は数百円から。,**自治体の補助（購入費の1/2〜3/4程度、上限は自治体により1万円程度〜数万円）**があることが多い。**段ボールコンポスト**は数百円から。,同上。補助率・上限額は自治体差が大きい。,https://hojonavi.com/kanagawa/kawasaki-shi/composter; https://www.city.machida.tokyo.jp/kurashi/kankyo/gomi/event/namagomi/hojyoseido/namagomisyoriki.html,jr_073,,
